system:index,FIPS formula,Geographic Name,count,mean,year,.geo
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_627,17061,"Greene County, Illinois",363609,388.8801217,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_665,17137,"Morgan County, Illinois",422233,431.5487837,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_605,17017,"Cass County, Illinois",191112,420.7387481,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_625,17057,"Fulton County, Illinois",341938,428.45334,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_601,17009,"Brown County, Illinois",57821,420.7963496,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_630,17067,"Hancock County, Illinois",464956,455.5292642,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_651,17109,"McDonough County, Illinois",381906,451.6566882,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_690,17187,"Warren County, Illinois",512605,461.7929562,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_644,17095,"Knox County, Illinois",493848,452.9406912,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_633,17073,"Henry County, Illinois",368941,456.7629195,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_813,19045,"Clinton County, Iowa",0,,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_839,19097,"Jackson County, Iowa",6054,411.3676283,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_843,19105,"Jones County, Iowa",0,,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_806,19031,"Cedar County, Iowa",0,,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_662,17131,"Mercer County, Illinois",325408,450.8168231,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_872,19163,"Scott County, Iowa",0,,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_860,19139,"Muscatine County, Iowa",0,,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_842,19103,"Johnson County, Iowa",0,,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_847,19113,"Linn County, Iowa",52152,458.4663635,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_796,19011,"Benton County, Iowa",659779,467.4800057,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_838,19095,"Iowa County, Iowa",254192,447.5763958,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_841,19101,"Jefferson County, Iowa",23188,393.5338528,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_844,19107,"Keokuk County, Iowa",189473,418.4191128,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_882,19183,"Washington County, Iowa",1,329.2782288,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_848,19115,"Louisa County, Iowa",126,386.5626321,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_819,19057,"Des Moines County, Iowa",115541,420.0265024,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_846,19111,"Lee County, Iowa",26272,412.2163478,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_597,17001,"Adams County, Illinois",314683,455.0803703,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_879,19177,"Van Buren County, Iowa",3754,323.4175471,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_816,19051,"Davis County, Iowa",30443,395.5786974,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_880,19179,"Wapello County, Iowa",101858,405.6485253,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_794,19007,"Appanoose County, Iowa",53883,378.4582608,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_858,19135,"Monroe County, Iowa",11848,368.7102122,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_849,19117,"Lucas County, Iowa",31647,382.5406122,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_883,19185,"Wayne County, Iowa",109720,379.0236876,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_792,19003,"Adams County, Iowa",135006,425.5829568,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_877,19173,"Taylor County, Iowa",41902,423.1036466,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_878,19175,"Union County, Iowa",127487,419.0484934,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_870,19159,"Ringgold County, Iowa",90082,411.7341422,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_810,19039,"Clarke County, Iowa",50472,394.0190438,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_817,19053,"Decatur County, Iowa",71115,403.6989798,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_815,19049,"Dallas County, Iowa",313625,408.9445782,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_851,19121,"Madison County, Iowa",134634,430.6239138,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_805,19029,"Cass County, Iowa",109370,405.7441624,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_795,19009,"Audubon County, Iowa",88982,406.3980199,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_829,19077,"Guthrie County, Iowa",152866,389.1991055,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_804,19027,"Carroll County, Iowa",328653,446.7365127,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_827,19073,"Greene County, Iowa",60026,404.7785503,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_798,19015,"Boone County, Iowa",395644,432.1355318,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_875,19169,"Story County, Iowa",355103,453.1422844,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_867,19153,"Polk County, Iowa",183783,428.8230561,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_881,19181,"Warren County, Iowa",79462,425.0542643,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_840,19099,"Jasper County, Iowa",305221,457.0780757,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_853,19125,"Marion County, Iowa",180016,435.3756491,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_852,19123,"Mahaska County, Iowa",251567,432.5619163,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_869,19157,"Poweshiek County, Iowa",376679,443.0458881,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_876,19171,"Tama County, Iowa",240019,453.6048033,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_854,19127,"Marshall County, Iowa",0,,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_828,19075,"Grundy County, Iowa",4687,474.8254489,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_802,19023,"Butler County, Iowa",213934,468.5070796,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_824,19067,"Floyd County, Iowa",470488,439.8896616,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_856,19131,"Mitchell County, Iowa",493682,416.6689316,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_888,19195,"Worth County, Iowa",360344,439.7562688,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_807,19033,"Cerro Gordo County, Iowa",349748,437.6566507,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_825,19069,"Franklin County, Iowa",363729,449.1838171,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_832,19083,"Hardin County, Iowa",279096,455.0283803,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_830,19079,"Hamilton County, Iowa",583553,444.797247,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_889,19197,"Wright County, Iowa",513271,415.3779577,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_836,19091,"Humboldt County, Iowa",141357,411.9001355,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_884,19187,"Webster County, Iowa",30252,422.5456558,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_803,19025,"Calhoun County, Iowa",120748,423.3676309,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_871,19161,"Sac County, Iowa",593867,451.3912103,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_801,19021,"Buena Vista County, Iowa",798977,436.5831654,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_866,19151,"Pocahontas County, Iowa",359823,423.5820023,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_811,19041,"Clay County, Iowa",746462,430.0780656,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_864,19147,"Palo Alto County, Iowa",711483,418.375681,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_822,19063,"Emmet County, Iowa",464275,409.5311813,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_845,19109,"Kossuth County, Iowa",469194,420.1476612,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_831,19081,"Hancock County, Iowa",416083,427.3931885,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_885,19189,"Winnebago County, Iowa",158384,414.7438294,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_835,19089,"Howard County, Iowa",378125,398.4837863,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_809,19037,"Chickasaw County, Iowa",445611,423.8652232,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_797,19013,"Black Hawk County, Iowa",333332,466.2925781,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_799,19017,"Bremer County, Iowa",405292,461.0856597,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_800,19019,"Buchanan County, Iowa",446070,462.470111,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_823,19065,"Fayette County, Iowa",585774,447.5403346,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_818,19055,"Delaware County, Iowa",9525,445.5675067,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_793,19005,"Allamakee County, Iowa",11740,411.3167994,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_886,19191,"Winneshiek County, Iowa",192059,394.5924424,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_821,19061,"Dubuque County, Iowa",29756,404.8035736,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_685,17177,"Stephenson County, Illinois",334240,435.6051785,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_697,17201,"Winnebago County, Illinois",244574,411.620441,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_667,17141,"Ogle County, Illinois",651673,418.875102,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_648,17103,"Lee County, Illinois",788375,437.4406887,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_694,17195,"Whiteside County, Illinois",541262,419.3075579,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_602,17011,"Bureau County, Illinois",832233,461.065098,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_668,17143,"Peoria County, Illinois",358756,436.3980326,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_686,17179,"Tazewell County, Illinois",590626,424.9365194,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_650,17107,"Logan County, Illinois",408747,414.4809567,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_616,17039,"De Witt County, Illinois",0,,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_698,17203,"Woodford County, Illinois",343869,452.2859253,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_658,17123,"Marshall County, Illinois",372761,487.6209313,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_649,17105,"Livingston County, Illinois",36593,438.8584558,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_606,17019,"Champaign County, Illinois",216253,459.6662376,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_688,17183,"Vermilion County, Illinois",170609,439.3996491,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_634,17075,"Iroquois County, Illinois",1091885,455.778127,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_623,17053,"Ford County, Illinois",157936,440.2330289,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_628,17063,"Grundy County, Illinois",0,,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_615,17037,"DeKalb County, Illinois",358747,410.3167044,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_641,17089,"Kane County, Illinois",0,,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_652,17111,"McHenry County, Illinois",97265,465.4188537,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_744,18091,"LaPorte County, Indiana",281443,473.5099151,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_762,18127,"Porter County, Indiana",188015,459.2882311,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_743,18089,"Lake County, Indiana",155998,432.692285,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_735,18073,"Jasper County, Indiana",467305,464.5758545,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_754,18111,"Newton County, Indiana",319306,478.3141237,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_721,18045,"Fountain County, Indiana",7948,446.5985672,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_777,18157,"Tippecanoe County, Indiana",262165,470.6711465,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_710,18023,"Clinton County, Indiana",473589,487.0764382,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_707,18017,"Cass County, Indiana",389244,483.0307971,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_706,18015,"Carroll County, Indiana",394445,485.8186907,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_789,18181,"White County, Indiana",221162,467.3099093,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_764,18131,"Pulaski County, Indiana",348884,449.8435453,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_773,18149,"Starke County, Indiana",157562,435.5092985,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_723,18049,"Fulton County, Indiana",310029,469.9318073,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_750,18103,"Miami County, Indiana",298043,461.9775233,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_783,18169,"Wabash County, Indiana",286488,460.2002314,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_732,18067,"Howard County, Indiana",296929,476.5496445,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_727,18057,"Hamilton County, Indiana",264844,466.7999813,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_788,18179,"Wells County, Indiana",367587,469.6878014,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_700,18003,"Allen County, Indiana",211823,443.3895487,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_742,18087,"LaGrange County, Indiana",120106,413.8190765,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_755,18113,"Noble County, Indiana",171366,443.2965582,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_741,18085,"Kosciusko County, Indiana",351972,470.448735,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_748,18099,"Marshall County, Indiana",290684,476.0233152,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_769,18141,"St. Joseph County, Indiana",227556,471.7231381,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_729,18061,"Harrison County, Indiana",42098,459.3337515,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_737,18077,"Jefferson County, Indiana",35982,452.3304209,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_722,18047,"Franklin County, Indiana",94135,456.0193752,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_767,18137,"Ripley County, Indiana",106804,443.8526824,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_728,18059,"Hancock County, Indiana",321116,472.5536219,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_708,18019,"Clark County, Indiana",35635,453.8396683,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_734,18071,"Jackson County, Indiana",146991,456.8745036,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_786,18175,"Washington County, Indiana",98145,451.5500445,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_704,18011,"Boone County, Indiana",471439,478.1522178,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_753,18109,"Morgan County, Indiana",149302,461.6123982,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_730,18063,"Hendricks County, Indiana",314201,474.7815302,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_752,18107,"Montgomery County, Indiana",388700,468.1515211,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_759,18121,"Parke County, Indiana",29797,447.4360523,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_781,18165,"Vermillion County, Indiana",38612,424.6285565,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_782,18167,"Vigo County, Indiana",14521,375.8320342,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_726,18055,"Greene County, Indiana",131411,426.875221,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_740,18083,"Knox County, Indiana",171183,404.1988643,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_711,18025,"Crawford County, Indiana",2241,401.9613173,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_717,18037,"Dubois County, Indiana",93739,438.6618864,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_772,18147,"Spencer County, Indiana",73575,444.852346,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_785,18173,"Warrick County, Indiana",59618,443.7954017,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_692,17191,"Wayne County, Illinois",193578,420.2448272,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_693,17193,"White County, Illinois",31257,405.9598153,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_763,18129,"Posey County, Indiana",37725,388.3001959,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_724,18051,"Gibson County, Indiana",55669,431.6843606,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_647,17101,"Lawrence County, Illinois",34896,396.0347837,2001,
