system:index,FIPS formula,Geographic Name,count,mean,year,.geo
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_814,19047,"Crawford County, Iowa",263437,395.0943973,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_873,19165,"Shelby County, Iowa",199814,376.0743943,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_868,19155,"Pottawattamie County, Iowa",224850,344.0249036,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_833,19085,"Harrison County, Iowa",185135,361.9856028,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_855,19129,"Mills County, Iowa",117542,345.2035928,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_826,19071,"Fremont County, Iowa",152858,397.9164701,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_663,17133,"Monroe County, Illinois",47350,392.9901258,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_603,17013,"Calhoun County, Illinois",12046,326.7594171,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_638,17083,"Jersey County, Illinois",22890,379.700763,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_627,17061,"Greene County, Illinois",84002,356.2135374,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_665,17137,"Morgan County, Illinois",118231,383.6850448,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_605,17017,"Cass County, Illinois",65453,369.6914487,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_625,17057,"Fulton County, Illinois",87975,388.7546429,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_601,17009,"Brown County, Illinois",31890,382.9490056,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_630,17067,"Hancock County, Illinois",150628,414.717981,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_651,17109,"McDonough County, Illinois",138072,414.9191155,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_690,17187,"Warren County, Illinois",196809,428.625081,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_644,17095,"Knox County, Illinois",166598,430.1275424,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_633,17073,"Henry County, Illinois",120494,430.5693594,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_813,19045,"Clinton County, Iowa",0,,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_839,19097,"Jackson County, Iowa",3419,423.5613642,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_843,19105,"Jones County, Iowa",0,,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_806,19031,"Cedar County, Iowa",0,,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_662,17131,"Mercer County, Illinois",90658,420.4252043,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_872,19163,"Scott County, Iowa",0,,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_860,19139,"Muscatine County, Iowa",0,,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_842,19103,"Johnson County, Iowa",0,,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_847,19113,"Linn County, Iowa",21017,443.1913481,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_796,19011,"Benton County, Iowa",202228,453.8902253,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_838,19095,"Iowa County, Iowa",96867,442.9591505,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_841,19101,"Jefferson County, Iowa",10576,408.3430844,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_844,19107,"Keokuk County, Iowa",108338,407.4599242,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_882,19183,"Washington County, Iowa",0,,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_848,19115,"Louisa County, Iowa",120,377.7632406,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_819,19057,"Des Moines County, Iowa",54223,384.9088743,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_846,19111,"Lee County, Iowa",19487,376.7490373,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_597,17001,"Adams County, Illinois",220160,420.9205683,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_879,19177,"Van Buren County, Iowa",25,371.5582288,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_816,19051,"Davis County, Iowa",3179,415.8086913,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_880,19179,"Wapello County, Iowa",35269,397.6813824,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_794,19007,"Appanoose County, Iowa",14932,385.4205965,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_858,19135,"Monroe County, Iowa",28,389.4726334,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_849,19117,"Lucas County, Iowa",8953,367.0815128,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_883,19185,"Wayne County, Iowa",44853,370.1736339,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_792,19003,"Adams County, Iowa",24888,386.3176495,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_877,19173,"Taylor County, Iowa",12085,388.8170459,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_878,19175,"Union County, Iowa",33117,383.5705645,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_870,19159,"Ringgold County, Iowa",25289,388.0342441,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_810,19039,"Clarke County, Iowa",20769,376.3972667,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_817,19053,"Decatur County, Iowa",35828,391.8767342,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_815,19049,"Dallas County, Iowa",48691,367.3972218,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_851,19121,"Madison County, Iowa",37224,382.7569566,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_805,19029,"Cass County, Iowa",25196,372.6544408,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_795,19009,"Audubon County, Iowa",28472,354.9356776,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_829,19077,"Guthrie County, Iowa",34059,356.5744308,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_804,19027,"Carroll County, Iowa",76320,397.6960168,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_827,19073,"Greene County, Iowa",8579,369.8323971,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_798,19015,"Boone County, Iowa",79281,403.0596979,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_875,19169,"Story County, Iowa",124208,433.5406057,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_867,19153,"Polk County, Iowa",55205,395.5928465,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_881,19181,"Warren County, Iowa",15486,387.0892922,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_840,19099,"Jasper County, Iowa",168136,442.8254494,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_853,19125,"Marion County, Iowa",9858,425.9369061,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_852,19123,"Mahaska County, Iowa",94290,427.2324024,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_869,19157,"Poweshiek County, Iowa",162004,438.2609433,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_876,19171,"Tama County, Iowa",163641,435.4227664,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_854,19127,"Marshall County, Iowa",140943,447.551966,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_828,19075,"Grundy County, Iowa",105885,426.6318374,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_802,19023,"Butler County, Iowa",216483,425.714017,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_824,19067,"Floyd County, Iowa",149219,400.8618742,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_856,19131,"Mitchell County, Iowa",156560,402.6460593,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_888,19195,"Worth County, Iowa",104959,418.1641902,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_807,19033,"Cerro Gordo County, Iowa",86435,414.2971551,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_825,19069,"Franklin County, Iowa",113006,419.2969415,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_832,19083,"Hardin County, Iowa",89966,420.9103159,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_830,19079,"Hamilton County, Iowa",94489,416.071876,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_889,19197,"Wright County, Iowa",110291,391.4790306,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_836,19091,"Humboldt County, Iowa",81242,379.0041907,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_884,19187,"Webster County, Iowa",20445,389.7459589,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_803,19025,"Calhoun County, Iowa",15459,396.6581039,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_871,19161,"Sac County, Iowa",131861,422.9945357,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_801,19021,"Buena Vista County, Iowa",179359,416.3032713,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_866,19151,"Pocahontas County, Iowa",70586,395.2507677,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_811,19041,"Clay County, Iowa",212265,404.0002084,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_864,19147,"Palo Alto County, Iowa",170535,388.1255982,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_822,19063,"Emmet County, Iowa",159983,379.5165105,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_845,19109,"Kossuth County, Iowa",221472,394.9019103,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_831,19081,"Hancock County, Iowa",99401,398.7309883,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_885,19189,"Winnebago County, Iowa",149799,395.3792859,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_835,19089,"Howard County, Iowa",207917,394.2997888,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_809,19037,"Chickasaw County, Iowa",161627,406.3031285,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_797,19013,"Black Hawk County, Iowa",102895,439.8453187,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_799,19017,"Bremer County, Iowa",104764,433.1631179,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_800,19019,"Buchanan County, Iowa",126703,447.6704429,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_823,19065,"Fayette County, Iowa",162498,431.3652383,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_818,19055,"Delaware County, Iowa",975,439.293512,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_793,19005,"Allamakee County, Iowa",16966,406.6690323,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_886,19191,"Winneshiek County, Iowa",108564,392.7523344,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_821,19061,"Dubuque County, Iowa",10488,396.6492705,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_685,17177,"Stephenson County, Illinois",83848,421.275409,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_697,17201,"Winnebago County, Illinois",102337,392.9785417,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_667,17141,"Ogle County, Illinois",156167,410.5846814,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_648,17103,"Lee County, Illinois",186218,425.094486,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_694,17195,"Whiteside County, Illinois",162179,400.7012237,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_602,17011,"Bureau County, Illinois",181325,440.9261456,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_668,17143,"Peoria County, Illinois",55780,404.9593832,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_686,17179,"Tazewell County, Illinois",100058,381.6372824,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_650,17107,"Logan County, Illinois",60688,361.7611391,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_616,17039,"De Witt County, Illinois",0,,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_698,17203,"Woodford County, Illinois",47151,416.1722146,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_658,17123,"Marshall County, Illinois",49041,456.577121,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_649,17105,"Livingston County, Illinois",8015,385.8646534,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_606,17019,"Champaign County, Illinois",30788,402.4952499,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_688,17183,"Vermilion County, Illinois",33284,394.8328046,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_634,17075,"Iroquois County, Illinois",163030,423.6713399,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_623,17053,"Ford County, Illinois",62284,407.077126,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_628,17063,"Grundy County, Illinois",0,,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_615,17037,"DeKalb County, Illinois",105754,401.9490949,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_641,17089,"Kane County, Illinois",0,,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_652,17111,"McHenry County, Illinois",37013,436.3047335,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_744,18091,"LaPorte County, Indiana",24945,429.5774978,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_762,18127,"Porter County, Indiana",20263,424.6997965,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_743,18089,"Lake County, Indiana",25968,404.5012505,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_735,18073,"Jasper County, Indiana",51954,433.8995096,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_754,18111,"Newton County, Indiana",33952,461.3912862,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_721,18045,"Fountain County, Indiana",855,410.0737164,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_777,18157,"Tippecanoe County, Indiana",41089,417.4594074,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_710,18023,"Clinton County, Indiana",93819,445.9901652,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_707,18017,"Cass County, Indiana",59342,437.5188457,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_706,18015,"Carroll County, Indiana",48839,432.655103,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_789,18181,"White County, Indiana",21329,424.6733139,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_764,18131,"Pulaski County, Indiana",46659,405.6098838,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_773,18149,"Starke County, Indiana",18544,408.9060555,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_723,18049,"Fulton County, Indiana",58569,433.0714405,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_750,18103,"Miami County, Indiana",94664,437.1406888,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_783,18169,"Wabash County, Indiana",129249,436.5836308,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_732,18067,"Howard County, Indiana",64274,447.3939185,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_727,18057,"Hamilton County, Indiana",72141,432.7018105,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_788,18179,"Wells County, Indiana",162212,441.1702448,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_700,18003,"Allen County, Indiana",206368,419.8971685,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_742,18087,"LaGrange County, Indiana",34386,379.387367,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_755,18113,"Noble County, Indiana",86474,418.1622684,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_741,18085,"Kosciusko County, Indiana",77922,432.8715971,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_748,18099,"Marshall County, Indiana",48448,439.432877,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_769,18141,"St. Joseph County, Indiana",45721,445.0293333,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_729,18061,"Harrison County, Indiana",12887,429.9960627,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_737,18077,"Jefferson County, Indiana",50181,447.3349594,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_722,18047,"Franklin County, Indiana",18407,422.6011598,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_767,18137,"Ripley County, Indiana",53594,423.1359565,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_728,18059,"Hancock County, Indiana",49139,435.6628285,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_708,18019,"Clark County, Indiana",14995,402.2149468,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_734,18071,"Jackson County, Indiana",80168,419.6818625,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_786,18175,"Washington County, Indiana",42050,417.1716178,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_704,18011,"Boone County, Indiana",75476,413.8762249,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_753,18109,"Morgan County, Indiana",22907,427.8346518,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_730,18063,"Hendricks County, Indiana",52896,436.8683275,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_752,18107,"Montgomery County, Indiana",54158,426.9716993,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_759,18121,"Parke County, Indiana",6510,406.4952864,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_781,18165,"Vermillion County, Indiana",3638,393.85882,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_782,18167,"Vigo County, Indiana",4185,371.223888,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_726,18055,"Greene County, Indiana",48925,399.1625281,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_740,18083,"Knox County, Indiana",41230,375.2609434,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_711,18025,"Crawford County, Indiana",927,377.6523443,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_717,18037,"Dubois County, Indiana",18991,413.7517733,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_772,18147,"Spencer County, Indiana",26353,412.1043935,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_785,18173,"Warrick County, Indiana",16777,413.1320983,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_692,17191,"Wayne County, Illinois",92860,394.6400948,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_693,17193,"White County, Illinois",4714,369.7720577,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_763,18129,"Posey County, Indiana",9848,364.3005827,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_724,18051,"Gibson County, Indiana",6852,398.8244347,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_soybean_doy_2001_647,17101,"Lawrence County, Illinois",9199,374.7909498,2001,
