system:index,FIPS formula,Geographic Name,count,mean,year,.geo
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_maize_2001_638,17083,"Jersey County, Illinois",57278,1685.121695,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_maize_2001_627,17061,"Greene County, Illinois",89357,1550.835592,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_maize_2001_665,17137,"Morgan County, Illinois",82694,1718.044952,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_maize_2001_605,17017,"Cass County, Illinois",70320,1603.77225,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_maize_2001_625,17057,"Fulton County, Illinois",53854,1494.819174,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_maize_2001_601,17009,"Brown County, Illinois",23818,1609.320716,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_maize_2001_630,17067,"Hancock County, Illinois",59766,1690.483298,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_maize_2001_651,17109,"McDonough County, Illinois",44657,1636.591658,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_maize_2001_690,17187,"Warren County, Illinois",71315,1606.318918,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_maize_2001_644,17095,"Knox County, Illinois",73111,1545.369278,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_maize_2001_633,17073,"Henry County, Illinois",155270,1680.33062,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_maize_2001_813,19045,"Clinton County, Iowa",0,,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_maize_2001_839,19097,"Jackson County, Iowa",15481,1413.929879,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_maize_2001_843,19105,"Jones County, Iowa",0,,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_maize_2001_806,19031,"Cedar County, Iowa",0,,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_maize_2001_662,17131,"Mercer County, Illinois",85269,1524.446806,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_maize_2001_872,19163,"Scott County, Iowa",0,,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_maize_2001_860,19139,"Muscatine County, Iowa",0,,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_maize_2001_842,19103,"Johnson County, Iowa",0,,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_maize_2001_847,19113,"Linn County, Iowa",23971,1611.393324,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_maize_2001_796,19011,"Benton County, Iowa",112819,1612.576989,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_maize_2001_838,19095,"Iowa County, Iowa",123805,1497.290237,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_maize_2001_841,19101,"Jefferson County, Iowa",29255,1285.979969,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_maize_2001_844,19107,"Keokuk County, Iowa",63778,1394.658287,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_maize_2001_882,19183,"Washington County, Iowa",37,1231.829732,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_maize_2001_848,19115,"Louisa County, Iowa",658,1478.249524,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_maize_2001_819,19057,"Des Moines County, Iowa",105635,1544.503279,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_maize_2001_846,19111,"Lee County, Iowa",25935,1601.881731,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_maize_2001_597,17001,"Adams County, Illinois",59648,1712.146878,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_maize_2001_879,19177,"Van Buren County, Iowa",4955,1033.348899,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_maize_2001_816,19051,"Davis County, Iowa",18039,1337.549063,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_maize_2001_880,19179,"Wapello County, Iowa",28258,1400.89446,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_maize_2001_794,19007,"Appanoose County, Iowa",29858,1230.627681,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_maize_2001_858,19135,"Monroe County, Iowa",7662,1273.116266,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_maize_2001_849,19117,"Lucas County, Iowa",13754,1190.645863,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_maize_2001_883,19185,"Wayne County, Iowa",29054,1068.5127,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_maize_2001_792,19003,"Adams County, Iowa",29076,1457.819009,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_maize_2001_877,19173,"Taylor County, Iowa",14905,1168.248306,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_maize_2001_878,19175,"Union County, Iowa",32600,1486.780823,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_maize_2001_870,19159,"Ringgold County, Iowa",12896,1197.466599,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_maize_2001_810,19039,"Clarke County, Iowa",29701,1349.593892,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_maize_2001_817,19053,"Decatur County, Iowa",13275,1148.30533,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_maize_2001_815,19049,"Dallas County, Iowa",302562,1630.968778,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_maize_2001_851,19121,"Madison County, Iowa",119657,1628.065156,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_maize_2001_805,19029,"Cass County, Iowa",160570,1495.89805,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_maize_2001_795,19009,"Audubon County, Iowa",125398,1484.270744,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_maize_2001_829,19077,"Guthrie County, Iowa",186054,1436.006637,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_maize_2001_804,19027,"Carroll County, Iowa",217082,1551.436222,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_maize_2001_827,19073,"Greene County, Iowa",240521,1477.123483,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_maize_2001_798,19015,"Boone County, Iowa",230342,1593.340365,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_maize_2001_875,19169,"Story County, Iowa",188632,1759.429915,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_maize_2001_867,19153,"Polk County, Iowa",128902,1721.470553,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_maize_2001_881,19181,"Warren County, Iowa",59444,1570.311141,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_maize_2001_840,19099,"Jasper County, Iowa",49779,1502.362841,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_maize_2001_853,19125,"Marion County, Iowa",41281,1420.710715,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_maize_2001_852,19123,"Mahaska County, Iowa",57578,1444.957109,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_maize_2001_869,19157,"Poweshiek County, Iowa",76100,1461.401895,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_maize_2001_876,19171,"Tama County, Iowa",67948,1564.851238,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_maize_2001_854,19127,"Marshall County, Iowa",0,,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_maize_2001_828,19075,"Grundy County, Iowa",548,1487.377358,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_maize_2001_802,19023,"Butler County, Iowa",45977,1616.251917,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_maize_2001_824,19067,"Floyd County, Iowa",138837,1520.177397,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_maize_2001_856,19131,"Mitchell County, Iowa",190029,1494.141664,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_maize_2001_888,19195,"Worth County, Iowa",218285,1628.377918,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_maize_2001_807,19033,"Cerro Gordo County, Iowa",429397,1657.59136,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_maize_2001_825,19069,"Franklin County, Iowa",313732,1597.691614,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_maize_2001_832,19083,"Hardin County, Iowa",158682,1646.973381,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_maize_2001_830,19079,"Hamilton County, Iowa",268751,1552.725648,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_maize_2001_889,19197,"Wright County, Iowa",243094,1444.345955,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_maize_2001_836,19091,"Humboldt County, Iowa",73149,1438.834987,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_maize_2001_884,19187,"Webster County, Iowa",70998,1422.039046,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_maize_2001_803,19025,"Calhoun County, Iowa",118551,1434.529828,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_maize_2001_871,19161,"Sac County, Iowa",157279,1482.739553,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_maize_2001_801,19021,"Buena Vista County, Iowa",146126,1451.127741,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_maize_2001_866,19151,"Pocahontas County, Iowa",130116,1479.096663,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_maize_2001_811,19041,"Clay County, Iowa",110595,1419.938431,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_maize_2001_864,19147,"Palo Alto County, Iowa",163201,1450.193105,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_maize_2001_822,19063,"Emmet County, Iowa",93764,1370.544233,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_maize_2001_845,19109,"Kossuth County, Iowa",410156,1485.815434,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_maize_2001_831,19081,"Hancock County, Iowa",406648,1527.783772,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_maize_2001_885,19189,"Winnebago County, Iowa",64747,1435.630876,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_maize_2001_835,19089,"Howard County, Iowa",74769,1346.088284,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_maize_2001_809,19037,"Chickasaw County, Iowa",116553,1393.109069,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_maize_2001_797,19013,"Black Hawk County, Iowa",89580,1619.591859,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_maize_2001_799,19017,"Bremer County, Iowa",146460,1643.08692,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_maize_2001_800,19019,"Buchanan County, Iowa",181613,1684.542031,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_maize_2001_823,19065,"Fayette County, Iowa",224486,1536.128956,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_maize_2001_818,19055,"Delaware County, Iowa",87720,1727.308608,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_maize_2001_793,19005,"Allamakee County, Iowa",36068,1450.116161,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_maize_2001_886,19191,"Winneshiek County, Iowa",196139,1367.634577,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_maize_2001_821,19061,"Dubuque County, Iowa",125064,1518.23106,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_maize_2001_685,17177,"Stephenson County, Illinois",377139,1530.839604,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_maize_2001_697,17201,"Winnebago County, Illinois",169492,1569.430895,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_maize_2001_667,17141,"Ogle County, Illinois",469185,1601.546203,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_maize_2001_648,17103,"Lee County, Illinois",370009,1712.034597,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_maize_2001_694,17195,"Whiteside County, Illinois",458385,1610.58138,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_maize_2001_602,17011,"Bureau County, Illinois",402169,1833.019841,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_maize_2001_668,17143,"Peoria County, Illinois",85855,1552.175613,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_maize_2001_686,17179,"Tazewell County, Illinois",161571,1498.694083,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_maize_2001_650,17107,"Logan County, Illinois",140841,1567.455544,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_maize_2001_616,17039,"De Witt County, Illinois",15555,1532.459977,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_maize_2001_698,17203,"Woodford County, Illinois",75085,1760.600794,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_maize_2001_658,17123,"Marshall County, Illinois",105687,1707.547604,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_maize_2001_649,17105,"Livingston County, Illinois",113707,1704.231949,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_maize_2001_606,17019,"Champaign County, Illinois",236821,1527.753137,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_maize_2001_688,17183,"Vermilion County, Illinois",154917,1691.335624,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_maize_2001_634,17075,"Iroquois County, Illinois",244264,1652.20912,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_maize_2001_623,17053,"Ford County, Illinois",61454,1569.397895,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_maize_2001_628,17063,"Grundy County, Illinois",63820,1536.634522,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_maize_2001_615,17037,"DeKalb County, Illinois",348292,1614.140327,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_maize_2001_641,17089,"Kane County, Illinois",143729,1385.556587,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_maize_2001_652,17111,"McHenry County, Illinois",185939,1453.854345,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_maize_2001_744,18091,"LaPorte County, Indiana",186090,1561.760063,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_maize_2001_762,18127,"Porter County, Indiana",78968,1498.979335,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_maize_2001_743,18089,"Lake County, Indiana",84837,1568.698169,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_maize_2001_735,18073,"Jasper County, Indiana",241729,1583.489264,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_maize_2001_754,18111,"Newton County, Indiana",127951,1655.495563,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_maize_2001_721,18045,"Fountain County, Indiana",45353,1787.078637,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_maize_2001_777,18157,"Tippecanoe County, Indiana",96419,1730.006181,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_maize_2001_710,18023,"Clinton County, Indiana",94090,1906.894258,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_maize_2001_707,18017,"Cass County, Indiana",105655,1745.514605,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_maize_2001_706,18015,"Carroll County, Indiana",139890,1859.179406,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_maize_2001_789,18181,"White County, Indiana",128210,1694.047529,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_maize_2001_764,18131,"Pulaski County, Indiana",186549,1532.704321,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_maize_2001_773,18149,"Starke County, Indiana",118083,1483.538346,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_maize_2001_723,18049,"Fulton County, Indiana",121296,1679.287921,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_maize_2001_750,18103,"Miami County, Indiana",51654,1643.654829,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_maize_2001_783,18169,"Wabash County, Indiana",49115,1591.268997,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_maize_2001_732,18067,"Howard County, Indiana",49637,1830.918115,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_maize_2001_727,18057,"Hamilton County, Indiana",37171,1546.978206,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_maize_2001_788,18179,"Wells County, Indiana",29946,1667.804,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_maize_2001_700,18003,"Allen County, Indiana",34141,1580.259985,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_maize_2001_742,18087,"LaGrange County, Indiana",93919,1319.407287,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_maize_2001_755,18113,"Noble County, Indiana",52189,1628.030639,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_maize_2001_741,18085,"Kosciusko County, Indiana",122760,1706.835809,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_maize_2001_748,18099,"Marshall County, Indiana",146178,1718.116928,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_maize_2001_769,18141,"St. Joseph County, Indiana",118450,1633.617991,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_maize_2001_729,18061,"Harrison County, Indiana",15038,1715.552367,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_maize_2001_737,18077,"Jefferson County, Indiana",8573,1730.994933,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_maize_2001_722,18047,"Franklin County, Indiana",46084,1615.673006,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_maize_2001_767,18137,"Ripley County, Indiana",57596,1706.06696,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_maize_2001_728,18059,"Hancock County, Indiana",46396,1628.254213,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_maize_2001_708,18019,"Clark County, Indiana",9283,1749.029737,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_maize_2001_734,18071,"Jackson County, Indiana",61813,1702.241665,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_maize_2001_786,18175,"Washington County, Indiana",30897,1665.249074,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_maize_2001_704,18011,"Boone County, Indiana",67230,1781.594337,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_maize_2001_753,18109,"Morgan County, Indiana",67046,1718.55048,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_maize_2001_730,18063,"Hendricks County, Indiana",56798,1764.92529,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_maize_2001_752,18107,"Montgomery County, Indiana",76320,1753.10602,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_maize_2001_759,18121,"Parke County, Indiana",61463,1669.345483,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_maize_2001_781,18165,"Vermillion County, Indiana",38395,1679.643099,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_maize_2001_782,18167,"Vigo County, Indiana",42156,1620.224564,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_maize_2001_726,18055,"Greene County, Indiana",91029,1720.230528,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_maize_2001_740,18083,"Knox County, Indiana",168807,1792.237803,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_maize_2001_711,18025,"Crawford County, Indiana",1799,1664.580572,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_maize_2001_717,18037,"Dubois County, Indiana",93572,1732.245211,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_maize_2001_772,18147,"Spencer County, Indiana",40361,1754.104135,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_maize_2001_785,18173,"Warrick County, Indiana",33224,1745.96213,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_maize_2001_692,17191,"Wayne County, Illinois",56337,1494.544481,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_maize_2001_693,17193,"White County, Illinois",37971,1602.26588,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_maize_2001_763,18129,"Posey County, Indiana",71538,1647.011809,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_maize_2001_724,18051,"Gibson County, Indiana",77000,1735.391685,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_maize_2001_647,17101,"Lawrence County, Illinois",59113,1690.311759,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_maize_2001_613,17033,"Crawford County, Illinois",54338,1476.819925,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_maize_2001_608,17023,"Clark County, Illinois",76897,1621.565733,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_maize_2001_619,17045,"Edgar County, Illinois",151960,1759.432542,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_maize_2001_611,17029,"Coles County, Illinois",97875,1718.335469,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_maize_2001_617,17041,"Douglas County, Illinois",83129,1684.046359,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_maize_2001_670,17147,"Piatt County, Illinois",76545,1644.486429,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_maize_2001_614,17035,"Cumberland County, Illinois",74456,1653.917869,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_maize_2001_636,17079,"Jasper County, Illinois",48379,1529.687001,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_maize_2001_609,17025,"Clay County, Illinois",53510,1474.133804,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_maize_2001_621,17049,"Effingham County, Illinois",71156,1574.472438,2001,
scym_srlandsat_gcviqlty_srmodisblend_pyv1f_usa_maize_2001_622,17051,"Fayette County, Illinois",77339,1501.772816,2001,
